timestamp,inside_temp_c,inside_humidity_pct,inside_dewpoint_c,outside_temp_c,outside_humidity_pct,outside_dewpoint_c,bottle_temp_c,fan_state,extractor_polls_on,intake_polls_on,polls_this_interval
2026-08-24T04:45:42,18.4,86.6,16.1,16.0,68.5,10.2,18.2,cooling,3,3,3
2026-08-24T05:00:44,18.4,86.3,16.0,16.0,69.0,10.3,18.2,cooling,3,3,3
2026-08-24T05:15:47,18.3,86.3,16.0,16.0,68.6,10.2,18.2,cooling,3,3,3
2026-08-24T05:30:50,18.3,86.4,16.0,15.9,68.8,10.1,18.2,cooling,3,3,3
2026-08-24T05:45:53,18.3,85.9,15.9,15.8,69.1,10.1,18.2,cooling,3,3,3
2026-08-24T06:00:55,18.2,85.4,15.7,15.7,69.3,10.1,18.1,cooling,3,3,3
2026-08-24T06:15:58,18.2,85.9,15.8,15.7,69.6,10.1,18.1,cooling,3,3,3
2026-08-24T06:31:01,18.2,86.1,15.8,15.7,69.3,10.1,18.1,cooling,3,3,3
2026-08-24T06:46:03,18.1,85.2,15.6,15.6,69.8,10.1,18.1,cooling,3,3,3
2026-08-24T07:01:06,18.1,84.8,15.5,15.6,69.8,10.1,18.1,cooling,3,3,3
2026-08-24T07:16:09,18.1,85.1,15.5,15.7,69.7,10.2,18.1,cooling,3,3,3
2026-08-24T07:31:11,18.1,84.8,15.5,15.8,70.5,10.4,18.0,cooling,3,3,3
2026-08-24T07:46:14,18.1,84.6,15.4,15.9,70.8,10.6,18.0,cooling,3,3,3
2026-08-24T08:01:17,18.1,85.0,15.5,16.1,70.8,10.8,18.0,cooling,3,3,3
2026-08-24T08:16:19,18.1,87.1,15.9,16.3,69.7,10.8,18.0,cooling,3,3,3
2026-08-24T08:31:22,18.1,87.1,15.9,16.5,68.5,10.7,18.0,cooling,3,3,3
2026-08-24T08:46:25,18.1,87.5,16.0,16.6,68.0,10.7,17.9,cooling,3,3,3
2026-08-24T09:01:27,18.1,87.3,15.9,16.8,67.1,10.7,17.9,cooling,3,3,3
2026-08-24T09:16:30,18.0,86.5,15.7,17.1,65.3,10.5,17.9,cooling,3,3,3
2026-08-24T09:31:33,18.1,87.0,15.9,17.2,64.7,10.5,17.9,cooling,3,3,3
2026-08-24T09:46:36,18.1,86.4,15.8,17.5,62.9,10.4,17.9,off,2,2,3
2026-08-24T10:01:38,18.1,87.4,15.9,17.8,61.4,10.3,17.9,off,0,0,3
2026-08-24T10:16:41,18.1,88.0,16.1,18.0,61.0,10.4,17.9,off,0,0,3
2026-08-24T10:31:44,18.1,88.1,16.1,18.2,59.2,10.1,18.0,off,0,0,3
2026-08-24T10:46:46,18.1,88.1,16.1,18.5,58.2,10.1,18.0,off,0,0,3
2026-08-24T11:01:49,18.1,88.1,16.1,18.8,56.5,9.9,18.0,off,0,0,3
2026-08-24T11:16:52,18.2,88.1,16.2,18.9,55.8,9.9,18.0,off,0,0,3
2026-08-24T11:31:54,18.2,88.1,16.2,19.3,53.3,9.5,18.1,off,0,0,3
2026-08-24T11:46:57,18.2,88.2,16.2,19.6,51.3,9.3,18.0,off,0,0,3
2026-08-24T12:02:00,18.2,87.7,16.2,19.9,51.3,9.6,18.1,off,0,0,3
2026-08-24T12:17:02,18.3,87.6,16.2,20.0,50.9,9.5,18.1,off,0,0,3
2026-08-24T12:32:05,18.3,87.6,16.2,20.1,48.9,9.0,18.1,off,0,0,3
2026-08-24T12:47:08,18.3,87.0,16.1,20.3,48.6,9.1,18.1,off,0,0,3
2026-08-24T13:02:10,18.3,87.0,16.1,20.5,47.5,9.0,18.1,off,0,0,3
2026-08-24T13:17:13,18.3,86.9,16.1,20.5,48.5,9.2,18.1,off,0,0,3
2026-08-24T13:32:16,18.4,86.4,16.0,20.5,46.8,8.8,18.1,off,0,0,3
2026-08-24T13:47:19,18.4,86.2,16.0,20.7,46.4,8.8,18.1,off,0,0,3
2026-08-24T14:02:21,18.4,86.7,16.1,21.0,45.1,8.6,18.1,off,0,0,3
2026-08-24T14:17:24,18.4,86.6,16.2,21.0,47.0,9.2,18.1,off,0,0,3
2026-08-24T14:32:27,18.4,86.3,16.1,21.2,44.6,8.6,18.1,off,0,0,3
2026-08-24T14:47:29,18.5,86.9,16.2,21.2,45.7,9.0,18.2,off,0,0,3
2026-08-24T15:02:32,18.6,86.6,16.3,21.2,45.9,9.1,18.2,off,0,0,3
2026-08-24T15:17:35,18.5,86.1,16.2,21.3,44.5,8.7,18.2,off,0,0,3
2026-08-24T15:32:37,18.6,86.0,16.2,21.4,44.7,8.9,18.2,off,0,0,3
2026-08-24T15:47:40,18.6,85.9,16.2,21.3,43.5,8.4,18.2,off,0,0,3
2026-08-24T16:02:43,18.7,86.3,16.3,22.0,43.5,9.0,18.2,off,0,0,3
2026-08-24T16:17:45,18.7,87.0,16.5,22.6,41.8,9.0,18.2,off,0,0,3
2026-08-24T16:32:48,18.8,87.3,16.6,23.3,40.8,9.3,18.2,off,0,0,3
2026-08-24T16:47:51,18.8,87.4,16.7,23.5,40.1,9.1,18.2,off,0,0,3
2026-08-24T17:02:53,18.9,86.8,16.6,23.3,39.4,8.8,18.2,off,0,0,3
2026-08-24T17:17:56,19.1,87.1,16.9,23.5,39.6,9.0,18.2,off,0,0,3
2026-08-24T17:32:59,19.3,86.6,17.0,23.7,38.3,8.7,18.3,off,0,0,3
2026-08-24T17:48:02,19.2,86.8,16.9,23.8,38.0,8.6,18.3,off,0,0,3
2026-08-24T18:03:04,19.2,88.2,17.2,26.1,34.2,9.1,18.3,off,0,0,3
2026-08-24T18:18:07,19.2,88.8,17.3,25.5,34.8,8.9,18.3,off,0,0,3
2026-08-24T18:33:10,19.2,88.7,17.3,23.2,39.1,8.5,18.3,off,0,0,3
2026-08-24T18:48:12,19.3,89.5,17.5,22.5,41.2,8.6,18.4,off,0,0,3
